TreatmentGroupID,MedicationName,MedicalCondition
14,ibuprofen / phenylephrine,colds & flu
14,"mucinex children's cold, cough & sore throat",colds & flu
14,ninjacof,colds & flu
14,norel ad,colds & flu
14,phenylephrine / promethazine,colds & flu
14,poly-tussin ac,colds & flu
14,poly hist forte,colds & flu
14,robitussin peak cold nighttime cold + flu,colds & flu
14,ru-hist forte,colds & flu
14,sinus & allergy pe,colds & flu
14,sudafed pe head congestion + pain,colds & flu
14,sudafed pe pressure+pain+cough,colds & flu
14,theraflu flu & sore throat,colds & flu
14,theraflu nighttime severe cold & cough caplets,colds & flu
14,theraflu sinus & cold,colds & flu
14,theraflu warming relief daytime severe cold & cough,colds & flu
14,theraflu warming relief nighttime severe cold & cough,colds & flu
14,triaminic multi-symptom fever,colds & flu
14,tylenol children’s cold + cough + runny nose,colds & flu
14,tylenol children’s cold + flu,colds & flu
14,tylenol cold & cough nighttime,colds & flu
14,tylenol cold multi-symptom nighttime liquid,colds & flu
14,tylenol plus children's cold,colds & flu
14,tylenol sinus congestion & pain nighttime,colds & flu
14,vicks vaposteam,colds & flu
14,abatuss dmx,colds & flu
14,acetaminophen / caffeine,colds & flu
14,acetaminophen / chlorpheniramine / dextromethorphan / guaifenesin,colds & flu
14,acetaminophen / chlorpheniramine / dextromethorphan,colds & flu
14,acetaminophen / dexbrompheniramine,colds & flu
14,acetaminophen / dextromethorphan / diphenhydramine,colds & flu
14,acetaminophen / dextromethorphan / triprolidine,colds & flu
14,acetaminophen / dextromethorphan,colds & flu
14,advil children's allergy sinus,colds & flu
14,alahist d,colds & flu
14,allan tannate pediatric,colds & flu
14,allerest pe,colds & flu
14,allerfrim,colds & flu
14,ambifed cd,colds & flu
14,aphedrid,colds & flu
14,avedana medicated chest rub,colds & flu
14,benadryl allergy plus congestion,colds & flu
14,bp allergy jr,colds & flu
14,brompheniramine / codeine / phenylephrine,colds & flu
14,c-tanna 12,colds & flu
14,camphor / menthol,colds & flu
14,capron dmt,colds & flu
14,carbetapentane / chlorpheniramine,colds & flu
14,children's triacting,colds & flu
14,chlophedianol / dexbrompheniramine,colds & flu
14,chlophedianol / dexchlorpheniramine / pseudoephedrine,colds & flu
14,chlorcyclizine / phenylephrine,colds & flu
14,chlorex-a 12,colds & flu
14,chlorex a,colds & flu
14,chlorpheniramine / codeine / pseudoephedrine,colds & flu
14,chlorpheniramine / codeine,colds & flu
14,chlorpheniramine / phenylephrine / phenyltoloxamine,colds & flu
14,chlortan d,colds & flu
14,clear cough pm multi-symptom,colds & flu
14,codar ar,colds & flu
14,codeine / phenylephrine / triprolidine,colds & flu
14,codimal dm,colds & flu
14,coditussin dac,colds & flu
14,comtrex cold & cough,colds & flu
14,comtrex nighttime cold & cough,colds & flu
14,comtrex severe cold & sinus,colds & flu
14,conal,colds & flu
14,conex,colds & flu
14,contac cold + flu (night) cooling relief liquid,colds & flu
14,dallergy,colds & flu
14,dallergy drops,colds & flu
14,decorel forte plus,colds & flu
14,delsym cough & sore throat,colds & flu
14,delsym night time multi-symptom,colds & flu
14,dexbrompheniramine / phenylephrine,colds & flu
14,dexchlorpheniramine / dextromethorphan / pseudoephedrine,colds & flu
14,dextromethorphan / diphenhydramine / phenylephrine,colds & flu
14,dextromethorphan / pyrilamine,colds & flu
14,dixaphedrine,colds & flu
14,duraflu,colds & flu
14,dytan-d,colds & flu
14,dytan-dm,colds & flu
14,ed chlorped d,colds & flu
14,excedrin quick tab,colds & flu
14,excedrin tension headache,colds & flu
14,fast freeze,colds & flu
14,flu & severe cold & cough daytime powder,colds & flu
14,freeze it,colds & flu
14,gnp cold relief plus,colds & flu
14,guaifen dac,colds & flu
14,histafed,colds & flu
14,histex-ac,colds & flu
14,histex-dm,colds & flu
14,histex-pe,colds & flu
14,lortuss ex,colds & flu
14,m-end pe,colds & flu
14,medicidin-d,colds & flu
14,mucinex nightshift cold & flu,colds & flu
14,nalex-a,colds & flu
14,nalex a 12,colds & flu
14,nohist lq,colds & flu
14,novahistine,colds & flu
14,onset forte,colds & flu
14,panatuss ped,colds & flu
14,phena-plus,colds & flu
14,phenagil,colds & flu
14,pheniramine / phenylephrine,colds & flu
14,phenylephrine / triprolidine,colds & flu
14,robitussin peak cold daytime cold + flu,colds & flu
14,sutan-dm,colds & flu
14,tannic-12 s,colds & flu
14,theracaps multi-symptom cough & cold reliever,colds & flu
14,triaminic softchews cough & sore throat,colds & flu
14,tricode gf,colds & flu
14,tusnel c,colds & flu
14,tuzistra xr,colds & flu
14,tylenol allergy multi-symptom,colds & flu
14,tylenol children’s cold + cough + sore throat,colds & flu
14,tylenol cough & sore throat nightime,colds & flu
14,tylenol cough and sore throat daytime,colds & flu
14,vanacof,colds & flu
14,vi-sudo,colds & flu
14,vicks formula 44 custom care cough & cold pm,colds & flu
14,zodryl dac,colds & flu
15,docusate,constipation
15,miralax,constipation
15,colace,constipation
15,dulcolax,constipation
15,bisacodyl,constipation
15,polyethylene glycol 3350,constipation
15,dulcolax stool softener,constipation
15,milk of magnesia,constipation
15,magnesium oxide,constipation
15,magnesium citrate,constipation
15,metamucil,constipation
15,citrucel,constipation
15,doc-q-lace,constipation
15,fibercon,constipation
15,phillips' milk of magnesia,constipation
15,dok,constipation
15,fleet enema,constipation
15,glycolax,constipation
15,psyllium,constipation
15,magnesium hydroxide,constipation
15,surfak,constipation
15,enemeez mini,constipation
15,bisa-lax,constipation
15,clearlax,constipation
15,colace micro-enema,constipation
15,correctol,constipation
15,diocto,constipation
15,fleet bisacodyl,constipation
15,phillips' cramp-free,constipation
15,citrate of magnesia,constipation
15,gavilax,constipation
15,gialax,constipation
15,mag-oxide,constipation
15,peg3350,constipation
15,purelax,constipation
15,sunmark clearlax,constipation
15,uro-mag,constipation
15,citroma,constipation
15,glycerin,constipation
15,hydrocil,constipation
15,konsyl,constipation
15,methylcellulose,constipation
15,reguloid,constipation
15,sodium biphosphate / sodium phosphate,constipation
15,disposable enema,constipation
15,dulcolax milk of magnesia,constipation
15,equalactin,constipation
15,ex-lax milk of magnesia,constipation
15,fiber lax,constipation
15,fiber laxative,constipation
15,fleet glycerin suppositories adult,constipation
15,fleet phospho soda,constipation
15,mineral oil,constipation
15,natural fiber therapy,constipation
15,osmoprep,constipation
15,pedia-lax chewable tablets,constipation
15,pedia-lax liquid glycerin suppositories,constipation
15,polycarbophil,constipation
15,sani-supp,constipation
15,sorbitol,constipation
15,benzocaine / docusate,constipation
15,castor oil,constipation
15,fibertab,constipation
15,fleet glycerin suppositories pediatric,constipation
15,potassium phosphate,constipation
16,symbicort,copd
16,trelegy ellipta,copd
16,prednisone,copd
16,montelukast,copd
16,breztri aerosphere,copd
16,fluticasone / umeclidinium / vilanterol,copd
16,anoro ellipta,copd
16,breo ellipta,copd
16,daliresp,copd
16,budesonide / formoterol,copd
16,tudorza pressair,copd
16,incruse ellipta,copd
16,stiolto respimat,copd
16,rayos,copd
16,aclidinium,copd
16,fluticasone / vilanterol,copd
16,levalbuterol,copd
16,roflumilast,copd
16,umeclidinium / vilanterol,copd
16,bevespi aerosphere,copd
16,xopenex,copd
16,olodaterol / tiotropium,copd
16,striverdi respimat,copd
16,xopenex hfa,copd
16,olodaterol,copd
16,revefenacin,copd
16,umeclidinium,copd
16,xopenex concentrate,copd
16,yupelri,copd
16,aclidinium / formoterol,copd
16,breyna,copd
16,budesonide / formoterol / glycopyrrolate,copd
16,duaklir pressair,copd
16,formoterol / glycopyrrolate,copd
17,ivermectin,covid 19
17,remdesivir,covid 19
17,pfizer-biontech covid-19 vaccine,covid 19
17,paxlovid,covid 19
17,actemra,covid 19
17,tocilizumab,covid 19
17,anakinra,covid 19
17,kineret,covid 19
17,moderna covid-19 vaccine,covid 19
17,olumiant,covid 19
17,veklury,covid 19
17,molnupiravir,covid 19
17,regen-cov,covid 19
17,sotrovimab,covid 19
17,bamlanivimab / etesevimab,covid 19
17,lagevrio,covid 19
17,"sars-cov-2 (covid-19) ad26 vaccine, recombinant",covid 19
17,sars-cov-2 mrna (tozinameran) vaccine,covid 19
17,bamlanivimab and etesevimab,covid 19
17,baricitinib,covid 19
17,bebtelovimab,covid 19
17,comirnaty,covid 19
17,nirmatrelvir / ritonavir,covid 19
17,sars-cov-2 (covid-19) mrna-1273 vaccine,covid 19
17,pfizer-biontech covid-19 (5y-11y) bivalent booster vaccine pf,covid 19
17,pfizer-biontech covid-19 (12y+) bivalent booster vaccine pf,covid 19
17,sars-cov-2 (covid-19) mrna (tozinameran 5y-11y) bivalent booster vaccine,covid 19
17,sars-cov-2 (covid-19) mrna (tozinameran 12y+) bivalent booster vaccine,covid 19
17,sars-cov-2 (covid-19) mrna-1273 (bivalent booster) vaccine,covid 19
17,"sars-cov-2 (covid-19) nvx-cov2373 vaccine, recombinant",covid 19
17,sars-cov-2 mrna (tozinameran 6m-4y) vaccine,covid 19
17,sars-cov-2 mrna-1273 (6m-5y) vaccine,covid 19
17,sars-cov-2 mrna-1273 (booster only) vaccine,covid 19
17,spikevax,covid 19
18,bupropion,depression
18,cymbalta,depression
18,sertraline,depression
18,zoloft,depression
18,lexapro,depression
18,citalopram,depression
18,prozac,depression
18,fluoxetine,depression
18,wellbutrin xl,depression
18,celexa,depression
18,escitalopram,depression
18,venlafaxine,depression
18,trintellix,depression
18,abilify,depression
18,duloxetine,depression
18,effexor xr,depression
18,rexulti,depression
18,vortioxetine,depression
18,brexpiprazole,depression
18,lisdexamfetamine,depression
18,trazodone,depression
18,mirtazapine,depression
18,pristiq,depression
18,effexor,depression
18,paxil,depression
18,paroxetine,depression
18,remeron,depression
18,wellbutrin sr,depression
18,amitriptyline,depression
18,viibryd,depression
18,alprazolam,depression
18,lamotrigine,depression
18,tramadol,depression
18,seroquel xr,depression
18,aripiprazole,depression
18,quetiapine,depression
18,deplin,depression
18,nortriptyline,depression
18,zyprexa,depression
18,desyrel,depression
18,forfivo xl,depression
18,budeprion sr,depression
18,desvenlafaxine,depression
18,methylphenidate,depression
18,aplenzin,depression
18,desyrel dividose,depression
18,doxepin,depression
18,fetzima,depression
18,lithium,depression
18,olanzapine,depression
18,risperidone,depression
18,desipramine,depression
18,irenka,depression
18,modafinil,depression
18,nefazodone,depression
18,fluvoxamine,depression
18,imipramine,depression
18,l-methylfolate,depression
18,methylin er,depression
18,niacin,depression
18,parnate,depression
18,paxil cr,depression
18,remeron soltab,depression
18,symbyax,depression
18,abilify mycite,depression
18,amitriptyline / chlordiazepoxide,depression
18,amoxapine,depression
18,aventyl hydrochloride,depression
18,clomipramine,depression
18,emsam,depression
18,fluoxetine / olanzapine,depression
18,ketamine,depression
18,nardil,depression
18,norpramin,depression
18,pamelor,depression
18,pexeva,depression
18,phenelzine,depression
18,tranylcypromine,depression
18,vilazodone,depression
18,zyprexa zydis,depression
18,amitriptyline / perphenazine,depression
18,armodafinil,depression
18,atomoxetine,depression
18,isocarboxazid,depression
18,levomilnacipran,depression
18,marplan,depression
18,paliperidone,depression
18,selegiline,depression
18,tofranil,depression
18,trimipramine,depression
18,vivactil,depression
18,xaquil xr,depression
18,esketamine,depression
18,l-methylfolate forte,depression
18,protriptyline,depression
18,spravato,depression
18,surmontil,depression
18,thyroid desiccated,depression
19,humalog,diabetes (type 1)
19,lantus,diabetes (type 1)
19,novolog,diabetes (type 1)
19,insulin lispro,diabetes (type 1)
19,insulin aspart,diabetes (type 1)
19,lantus solostar,diabetes (type 1)
19,lyumjev,diabetes (type 1)
19,insulin detemir,diabetes (type 1)
19,levemir,diabetes (type 1)
19,insulin aspart/insulin aspart protamine,diabetes (type 1)
19,humalog kwikpen,diabetes (type 1)
19,novolog flexpen,diabetes (type 1)
19,apidra,diabetes (type 1)
19,insulin glargine,diabetes (type 1)
19,basaglar,diabetes (type 1)
19,tresiba,diabetes (type 1)
19,toujeo solostar,diabetes (type 1)
19,humulin n,diabetes (type 1)
19,humulin r,diabetes (type 1)
19,afrezza,diabetes (type 1)
19,novolin r,diabetes (type 1)
19,symlin,diabetes (type 1)
19,humulin 70/30,diabetes (type 1)
19,insulin regular,diabetes (type 1)
19,novolin n,diabetes (type 1)
19,admelog,diabetes (type 1)
19,fiasp,diabetes (type 1)
19,novolin 70/30,diabetes (type 1)
19,humalog mix 75/25,diabetes (type 1)
19,insulin glulisine,diabetes (type 1)
19,rezvoglar,diabetes (type 1)
19,semglee,diabetes (type 1)
19,toujeo max solostar,diabetes (type 1)
19,humulin r u-500 (concentrated),diabetes (type 1)
19,novolog mix 70/30,diabetes (type 1)
19,novolog penfill,diabetes (type 1)
19,octreotide,diabetes (type 1)
19,pramlintide,diabetes (type 1)
19,"insulin inhalation, rapid acting",diabetes (type 1)
19,insulin isophane,diabetes (type 1)
19,novolog mix 70/30 flexpen,diabetes (type 1)
19,humulin n pen,diabetes (type 1)
19,humulin r u-500 kwikpen,diabetes (type 1)
19,insulin degludec,diabetes (type 1)
19,insulin isophane / insulin regular,diabetes (type 1)
19,myxredlin,diabetes (type 1)
19,humalog mix 50/50,diabetes (type 1)
19,humalog mix 75/25 kwikpen,diabetes (type 1)
19,insulin lispro/insulin lispro protamine,diabetes (type 1)
19,symlin pen,diabetes (type 1)
19,symlinpen 60,diabetes (type 1)
19,symlinpen 120,diabetes (type 1)
19,humalog mix 50/50 kwikpen,diabetes (type 1)
19,humulin 50/50,diabetes (type 1)
19,humulin 70/30 pen,diabetes (type 1)
19,relion/novolin 70/30,diabetes (type 1)
19,tzield,diabetes (type 1)
20,metformin,diabetes (type 2)
20,farxiga,diabetes (type 2)
20,trulicity,diabetes (type 2)
20,rybelsus,diabetes (type 2)
20,dapagliflozin,diabetes (type 2)
20,dulaglutide,diabetes (type 2)
20,insulin aspart,diabetes (type 2)
20,insulin detemir,diabetes (type 2)
20,insulin lispro,diabetes (type 2)
20,lyumjev,diabetes (type 2)
20,semaglutide,diabetes (type 2)
20,soliqua,diabetes (type 2)
20,insulin aspart/insulin aspart protamine,diabetes (type 2)
20,insulin glargine / lixisenatide,diabetes (type 2)
20,januvia,diabetes (type 2)
20,mounjaro,diabetes (type 2)
20,victoza,diabetes (type 2)
20,glipizide,diabetes (type 2)
20,glimepiride,diabetes (type 2)
20,amaryl,diabetes (type 2)
20,invokana,diabetes (type 2)
20,lantus,diabetes (type 2)
20,actos,diabetes (type 2)
20,jardiance,diabetes (type 2)
20,levemir,diabetes (type 2)
20,janumet,diabetes (type 2)
20,glucotrol,diabetes (type 2)
20,byetta,diabetes (type 2)
20,ozempic,diabetes (type 2)
20,glumetza,diabetes (type 2)
20,liraglutide,diabetes (type 2)
20,pioglitazone,diabetes (type 2)
20,tradjenta,diabetes (type 2)
20,bydureon,diabetes (type 2)
20,humalog,diabetes (type 2)
20,lantus solostar,diabetes (type 2)
20,sitagliptin,diabetes (type 2)
20,novolog,diabetes (type 2)
20,glyburide,diabetes (type 2)
20,metformin / sitagliptin,diabetes (type 2)
20,onglyza,diabetes (type 2)
20,riomet,diabetes (type 2)
20,glipizide xl,diabetes (type 2)
20,insulin glargine,diabetes (type 2)
20,novolog flexpen,diabetes (type 2)
20,prandin,diabetes (type 2)
20,tresiba,diabetes (type 2)
20,canagliflozin,diabetes (type 2)
20,chromium picolinate,diabetes (type 2)
20,empagliflozin,diabetes (type 2)
20,exenatide,diabetes (type 2)
20,humulin r,diabetes (type 2)
20,repaglinide,diabetes (type 2)
20,acarbose,diabetes (type 2)
20,alogliptin,diabetes (type 2)
20,avandia,diabetes (type 2)
20,basaglar,diabetes (type 2)
20,glimepiride / pioglitazone,diabetes (type 2)
20,glucotrol xl,diabetes (type 2)
20,glyburide / metformin,diabetes (type 2)
20,humalog kwikpen,diabetes (type 2)
20,humulin n,diabetes (type 2)
20,kombiglyze xr,diabetes (type 2)
20,linagliptin,diabetes (type 2)
20,toujeo solostar,diabetes (type 2)
20,welchol,diabetes (type 2)
20,xigduo xr,diabetes (type 2)
20,adlyxin,diabetes (type 2)
20,admelog,diabetes (type 2)
20,apidra,diabetes (type 2)
20,bromocriptine,diabetes (type 2)
20,colesevelam,diabetes (type 2)
20,cycloset,diabetes (type 2)
20,dapagliflozin / metformin,diabetes (type 2)
20,diabeta,diabetes (type 2)
20,empagliflozin / metformin,diabetes (type 2)
20,glipizide / metformin,diabetes (type 2)
20,glucovance,diabetes (type 2)
20,glycron,diabetes (type 2)
20,glynase,diabetes (type 2)
20,glyset,diabetes (type 2)
20,humulin 70/30,diabetes (type 2)
20,insulin regular,diabetes (type 2)
20,janumet xr,diabetes (type 2)
20,jentadueto,diabetes (type 2)
20,lixisenatide,diabetes (type 2)
20,metformin / pioglitazone,diabetes (type 2)
20,metformin / saxagliptin,diabetes (type 2)
20,miglitol,diabetes (type 2)
20,nesina,diabetes (type 2)
20,novolin 70/30,diabetes (type 2)
20,novolin n,diabetes (type 2)
20,novolin r,diabetes (type 2)
20,pramlintide,diabetes (type 2)
20,saxagliptin,diabetes (type 2)
20,synjardy,diabetes (type 2)
20,toujeo max solostar,diabetes (type 2)
20,xultophy,diabetes (type 2)
20,actoplus met,diabetes (type 2)
20,afrezza,diabetes (type 2)
20,albiglutide,diabetes (type 2)
20,alogliptin / metformin,diabetes (type 2)
20,alogliptin / pioglitazone,diabetes (type 2)
20,bydureon bcise,diabetes (type 2)
20,canagliflozin / metformin,diabetes (type 2)
20,cr-gtf,diabetes (type 2)
20,crm,diabetes (type 2)
20,dapagliflozin / saxagliptin,diabetes (type 2)
20,duetact,diabetes (type 2)
20,empagliflozin / linagliptin / metformin,diabetes (type 2)
20,empagliflozin / linagliptin,diabetes (type 2)
20,ertugliflozin / metformin,diabetes (type 2)
20,ertugliflozin / sitagliptin,diabetes (type 2)
20,ertugliflozin,diabetes (type 2)
20,fiasp,diabetes (type 2)
20,glynase prestab,diabetes (type 2)
20,glyxambi,diabetes (type 2)
20,humalog mix 50/50,diabetes (type 2)
20,humalog mix 50/50 kwikpen,diabetes (type 2)
20,humalog mix 75/25,diabetes (type 2)
20,humalog mix 75/25 kwikpen,diabetes (type 2)
20,humulin 50/50,diabetes (type 2)
20,humulin 70/30 pen,diabetes (type 2)
20,humulin n pen,diabetes (type 2)
20,humulin r u-500 (concentrated),diabetes (type 2)
20,humulin r u-500 kwikpen,diabetes (type 2)
20,insulin degludec / liraglutide,diabetes (type 2)
20,insulin degludec,diabetes (type 2)
20,insulin glulisine,diabetes (type 2)
20,"insulin inhalation, rapid acting",diabetes (type 2)
20,insulin isophane / insulin regular,diabetes (type 2)
20,insulin isophane,diabetes (type 2)
20,insulin lispro/insulin lispro protamine,diabetes (type 2)
20,invokamet,diabetes (type 2)
20,invokamet xr,diabetes (type 2)
20,jentadueto xr,diabetes (type 2)
20,kazano,diabetes (type 2)
20,linagliptin / metformin,diabetes (type 2)
20,myxredlin,diabetes (type 2)
20,nateglinide,diabetes (type 2)
20,novolog mix 70/30,diabetes (type 2)
20,novolog mix 70/30 flexpen,diabetes (type 2)
20,novolog penfill,diabetes (type 2)
20,oseni,diabetes (type 2)
20,qtern,diabetes (type 2)
20,relion/novolin 70/30,diabetes (type 2)
20,rezvoglar,diabetes (type 2)
20,rosiglitazone,diabetes (type 2)
20,segluromet,diabetes (type 2)
20,semglee,diabetes (type 2)
20,starlix,diabetes (type 2)
20,steglatro,diabetes (type 2)
20,steglujan,diabetes (type 2)
20,symlin,diabetes (type 2)
20,symlin pen,diabetes (type 2)
20,symlinpen 60,diabetes (type 2)
20,symlinpen 120,diabetes (type 2)
20,synjardy xr,diabetes (type 2)
20,tanzeum,diabetes (type 2)
20,tirzepatide,diabetes (type 2)
20,trijardy xr,diabetes (type 2)
21,loperamide,diarrhea
21,lomotil,diarrhea
21,imodium,diarrhea
21,atropine / diphenoxylate,diarrhea
21,imodium a-d,diarrhea
21,anti-diarrheal,diarrhea
21,pepto-bismol,diarrhea
21,florastor,diarrhea
21,codeine,diarrhea
21,bismuth subsalicylate,diarrhea
21,diamode,diarrhea
21,kaopectate,diarrhea
21,rifaximin,diarrhea
21,up and up anti-diarrheal solution,diarrhea
21,neomycin,diarrhea
21,saccharomyces boulardii lyo,diarrhea
21,bismatrol,diarrhea
21,opium,diarrhea
21,octreotide,diarrhea
21,bismarex,diarrhea
21,bismatrol maximum strength,diarrhea
21,crofelemer,diarrhea
21,florastor kids,diarrhea
21,mytesi,diarrhea
21,pedialyte,diarrhea
21,peptic relief,diarrhea
21,pink bismuth,diarrhea
21,saccharomyces boulardii+mos,diarrhea
21,soothe caplets,diarrhea
21,atropine / difenoxin,diarrhea
21,ceralyte,diarrhea
21,electrolyte replacement solutions,diarrhea
21,enfalyte,diarrhea
21,equalyte,diarrhea
21,medi-lyte,diarrhea
21,motofen,diarrhea
21,oralyte,diarrhea
21,rehydralyte,diarrhea
21,revital,diarrhea
22,triamcinolone,eczema
22,mometasone,eczema
22,dupixent,eczema
22,hydrocortisone,eczema
22,methotrexate,eczema
22,clobetasol,eczema
22,dupilumab,eczema
22,elidel,eczema
22,fluocinonide,eczema
22,desonide,eczema
22,prednisone,eczema
22,elocon,eczema
22,desoximetasone,eczema
22,pimecrolimus,eczema
22,cortizone-10,eczema
22,dexamethasone,eczema
22,halobetasol,eczema
22,kenalog,eczema
22,topicort,eczema
22,fluocinolone,eczema
22,dexamethasone intensol,eczema
22,fluocinolone,eczema
22,fluticasone,eczema
22,alclometasone,eczema
22,azathioprine,eczema
22,cloderm,eczema
22,cutivate,eczema
22,cyclosporine,eczema
22,dermotic oil,eczema
22,locoid lipocream,eczema
22,aristocort a,eczema
22,aristocort r,eczema
22,beser,eczema
22,beta hc,eczema
22,cinolar,eczema
22,cordran tape,eczema
22,de-sone la,eczema
22,dermacinrx trizapak,eczema
22,dermasorb ta,eczema
22,desowen,eczema
22,dxevo,eczema
22,flurandrenolide,eczema
22,halog,eczema
22,hidex,eczema
22,juulissa pharmapak,eczema
22,locoid,eczema
22,oralone,eczema
22,silalite pak,eczema
22,treziopak,eczema
22,trianex,eczema
22,triderm,eczema
22,tritocin,eczema
22,ultravate,eczema
22,ala-cort,eczema
22,ala-scalp,eczema
22,ala-scalp hp,eczema
22,amcinonide,eczema
22,apexicon e,eczema
22,aquanil hc,eczema
22,aquax-h,eczema
22,caldecort,eczema
22,clioquinol / hydrocortisone,eczema
22,clobex,eczema
22,clocortolone,eczema
22,cordran,eczema
22,cortizone-5,eczema
22,derma-smoothe / fs (scalp),eczema
22,dermarest plus anti-itch,eczema
22,dermovate,eczema
22,dermtex hc,eczema
22,desonate,eczema
22,doxepin,eczema
22,fluocinonide-e,eczema
22,hydrocortisone / iodoquinol,eczema
22,itch-x lotion,eczema
22,nucort,eczema
22,pandel,eczema
22,prudoxin,eczema
22,sarnol-hc,eczema
22,temovate,eczema
22,texacort,eczema
22,u-cort,eczema
22,vanos,eczema
22,verdeso,eczema
22,zonalon,eczema
22,ala-quin,eczema
22,alcortin a,eczema
22,aloe polysaccharides / iodoquinol,eczema
22,aloe vera / hydrocortisone / iodoquinol,eczema
22,aloquin,eczema
22,ammonium lactate / halobetasol,eczema
22,ammonium lactate/urea,eczema
22,apexicon,eczema
22,capex,eczema
22,carb-o-lac5,eczema
22,carb-o-lac hp,eczema
22,clobevate,eczema
22,clodan,eczema
22,cordran sp,eczema
22,cormax,eczema
22,cormax scalp,eczema
22,corti-sav,eczema
22,cyclocort,eczema
22,derma-smoothe / fs,eczema
22,derma-smoothe / fs (body oil),eczema
22,dermatop,eczema
22,dermazene,eczema
22,desrx,eczema
22,diflorasone,eczema
22,embeline,eczema
22,embeline e,eczema
22,flac,eczema
22,halcinonide,eczema
22,halonate,eczema
22,kerasal ultra 20,eczema
22,lokara,eczema
22,nolix,eczema
22,olux,eczema
22,olux-e,eczema
22,prednicarbate,eczema
22,quinja,eczema
22,r a acne,eczema
22,resinol,eczema
22,resorcinol,eczema
22,synalar,eczema
22,synalar ointment,eczema
22,tovet,eczema
22,ultralytic,eczema
22,ultralytic 2,eczema
22,vytone,eczema
23,cialis,erectile dysfunction
23,sildenafil,erectile dysfunction
23,viagra,erectile dysfunction
23,tadalafil,erectile dysfunction
23,caverject impulse,erectile dysfunction
23,staxyn,erectile dysfunction
23,vardenafil,erectile dysfunction
23,alprostadil,erectile dysfunction
23,edex,erectile dysfunction
23,stendra,erectile dysfunction
23,caverject,erectile dysfunction
23,muse,erectile dysfunction
23,avanafil,erectile dysfunction
24,entereg,gastrointestinal
24,lidocaine viscous,gastrointestinal
24,alvimopan,gastrointestinal
24,lidocaine,gastrointestinal
24,glydo,gastrointestinal
24,xylocaine jelly,gastrointestinal
24,lta ii kit,gastrointestinal
25,omeprazole,gerd (heartburn)
25,pantoprazole,gerd (heartburn)
25,nexium,gerd (heartburn)
25,famotidine,gerd (heartburn)
25,protonix,gerd (heartburn)
25,prilosec,gerd (heartburn)
25,dexilant,gerd (heartburn)
25,aciphex,gerd (heartburn)
25,prilosec otc,gerd (heartburn)
25,esomeprazole,gerd (heartburn)
25,lansoprazole,gerd (heartburn)
25,prevacid,gerd (heartburn)
25,pepcid,gerd (heartburn)
25,rabeprazole,gerd (heartburn)
25,sucralfate,gerd (heartburn)
25,pepcid ac,gerd (heartburn)
25,carafate,gerd (heartburn)
25,nexium 24hr,gerd (heartburn)
25,protonix iv,gerd (heartburn)
25,acid controller maximum strength,gerd (heartburn)
25,acid controller original strength,gerd (heartburn)
25,acid reducer maximum strength,gerd (heartburn)
25,cimetidine,gerd (heartburn)
25,dexlansoprazole,gerd (heartburn)
25,heartburn relief,gerd (heartburn)
25,heartburn relief maximum strength,gerd (heartburn)
25,metoclopramide,gerd (heartburn)
25,omeprazole / sodium bicarbonate,gerd (heartburn)
25,pepcid ac chewable tablets,gerd (heartburn)
25,pepcid oral suspension,gerd (heartburn)
25,mylanta,gerd (heartburn)
25,reglan,gerd (heartburn)
25,zegerid,gerd (heartburn)
25,calcium carbonate,gerd (heartburn)
25,magnesium oxide,gerd (heartburn)
25,nexium iv,gerd (heartburn)
25,nizatidine,gerd (heartburn)
25,aluminum hydroxide / magnesium hydroxide / simethicone,gerd (heartburn)
25,bethanechol,gerd (heartburn)
25,calci-chew,gerd (heartburn)
25,mag-oxide,gerd (heartburn)
25,pepcid complete,gerd (heartburn)
25,phillips' cramp-free,gerd (heartburn)
25,prevacid otc,gerd (heartburn)
25,prevacid solutab,gerd (heartburn)
25,tagamet hb,gerd (heartburn)
25,titralac,gerd (heartburn)
25,tums regular strength,gerd (heartburn)
25,tums smoothies,gerd (heartburn)
25,uro-mag,gerd (heartburn)
25,zegerid otc,gerd (heartburn)
25,aciphex sprinkle,gerd (heartburn)
25,alamag,gerd (heartburn)
25,alka-seltzer heartburn + gas,gerd (heartburn)
25,almacone,gerd (heartburn)
25,aluminum hydroxide / magnesium carbonate,gerd (heartburn)
25,aluminum hydroxide / magnesium hydroxide,gerd (heartburn)
25,aluminum hydroxide,gerd (heartburn)
25,amphojel,gerd (heartburn)
25,axid ar,gerd (heartburn)
25,belladonna,gerd (heartburn)
25,calcium carbonate / famotidine / magnesium hydroxide,gerd (heartburn)
25,calcium carbonate / magnesium hydroxide / simethicone,gerd (heartburn)
25,calcium carbonate / simethicone,gerd (heartburn)
25,di-gel,gerd (heartburn)
25,dual action complete,gerd (heartburn)
25,duo fusion,gerd (heartburn)
25,gas-x with maalox extra strength,gerd (heartburn)
25,gelusil,gerd (heartburn)
25,mi-acid,gerd (heartburn)
25,milantex,gerd (heartburn)
25,mintox,gerd (heartburn)
25,mintox plus,gerd (heartburn)
25,mylanta coat & cool,gerd (heartburn)
25,mylanta maximum strength,gerd (heartburn)
25,mylanta tonight,gerd (heartburn)
25,rulox,gerd (heartburn)
25,sodium citrate,gerd (heartburn)
25,tricitrasol,gerd (heartburn)
25,tums chewy bites with gas relief (lemon & strawberry),gerd (heartburn)
