SymptomIdex,SymptomName,SymptomGroupId
5367,irritability,739
5368,abnormal menstruation,739
5369,vomiting,740
5370,fatigue,740
5371,anxiety,740
5372,sweating,740
5373,headache,740
5374,nausea,740
5375,blurred and distorted vision,740
5376,excessive hunger,740
5377,slurred speech,740
5378,irritability,740
5379,palpitations,740
5380,vomiting,741
5381,fatigue,741
5382,anxiety,741
5383,sweating,741
5384,headache,741
5385,nausea,741
5386,blurred and distorted vision,741
5387,excessive hunger,741
5388,drying and tingling lips,741
5389,slurred speech,741
5390,irritability,741
5391,palpitations,741
5392,vomiting,742
5393,fatigue,742
5394,anxiety,742
5395,sweating,742
5396,headache,742
5397,nausea,742
5398,blurred and distorted vision,742
5399,excessive hunger,742
5400,drying and tingling lips,742
5401,slurred speech,742
5402,irritability,742
5403,palpitations,742
5404,fatigue,743
5405,anxiety,743
5406,sweating,743
5407,headache,743
5408,nausea,743
5409,blurred and distorted vision,743
5410,excessive hunger,743
5411,drying and tingling lips,743
5412,slurred speech,743
5413,irritability,743
5414,palpitations,743
5415,vomiting,744
5416,anxiety,744
5417,sweating,744
5418,headache,744
5419,nausea,744
5420,blurred and distorted vision,744
5421,excessive hunger,744
5422,drying and tingling lips,744
5423,slurred speech,744
5424,irritability,744
5425,palpitations,744
5426,vomiting,745
5427,fatigue,745
5428,sweating,745
5429,headache,745
5430,nausea,745
5431,blurred and distorted vision,745
5432,excessive hunger,745
5433,drying and tingling lips,745
5434,slurred speech,745
5435,irritability,745
5436,palpitations,745
5437,vomiting,746
5438,fatigue,746
5439,anxiety,746
5440,headache,746
5441,nausea,746
5442,blurred and distorted vision,746
5443,excessive hunger,746
5444,drying and tingling lips,746
5445,slurred speech,746
5446,irritability,746
5447,palpitations,746
5448,vomiting,747
5449,fatigue,747
5450,anxiety,747
5451,sweating,747
5452,nausea,747
5453,blurred and distorted vision,747
5454,excessive hunger,747
5455,drying and tingling lips,747
5456,slurred speech,747
5457,irritability,747
5458,palpitations,747
5459,vomiting,748
5460,fatigue,748
5461,anxiety,748
5462,sweating,748
5463,headache,748
5464,blurred and distorted vision,748
5465,excessive hunger,748
5466,drying and tingling lips,748
5467,slurred speech,748
5468,irritability,748
5469,palpitations,748
5470,vomiting,749
5471,fatigue,749
5472,anxiety,749
5473,sweating,749
5474,headache,749
5475,nausea,749
5476,excessive hunger,749
5477,drying and tingling lips,749
5478,slurred speech,749
5479,irritability,749
5480,palpitations,749
5481,joint pain,750
5482,neck pain,750
5483,knee pain,750
5484,hip joint pain,750
5485,swelling joints,750
5486,painful walking,750
5487,joint pain,751
5488,neck pain,751
5489,knee pain,751
5490,hip joint pain,751
5491,swelling joints,751
5492,painful walking,751
5493,neck pain,752
5494,knee pain,752
5495,hip joint pain,752
5496,swelling joints,752
5497,painful walking,752
5498,joint pain,753
5499,knee pain,753
5500,hip joint pain,753
5501,swelling joints,753
5502,painful walking,753
5503,joint pain,754
5504,neck pain,754
5505,hip joint pain,754
5506,swelling joints,754
5507,painful walking,754
5508,joint pain,755
5509,neck pain,755
5510,knee pain,755
5511,swelling joints,755
5512,painful walking,755
5513,joint pain,756
5514,neck pain,756
5515,knee pain,756
5516,hip joint pain,756
5517,painful walking,756
5518,joint pain,757
5519,neck pain,757
5520,knee pain,757
5521,hip joint pain,757
5522,swelling joints,757
5523,joint pain,758
5524,neck pain,758
5525,knee pain,758
5526,hip joint pain,758
5527,swelling joints,758
5528,painful walking,758
5529,joint pain,759
5530,neck pain,759
5531,knee pain,759
5532,hip joint pain,759
5533,swelling joints,759
5534,painful walking,759
5535,muscle weakness,760
5536,stiff neck,760
5537,swelling joints,760
5538,movement stiffness,760
5539,painful walking,760
5540,muscle weakness,761
5541,stiff neck,761
5542,swelling joints,761
5543,movement stiffness,761
5544,painful walking,761
5545,stiff neck,762
5546,swelling joints,762
5547,movement stiffness,762
5548,painful walking,762
5549,muscle weakness,763
5550,swelling joints,763
5551,movement stiffness,763
5552,painful walking,763
5553,muscle weakness,764
5554,stiff neck,764
5555,movement stiffness,764
5556,painful walking,764
5557,muscle weakness,765
5558,stiff neck,765
5559,swelling joints,765
5560,painful walking,765
5561,muscle weakness,766
5562,stiff neck,766
5563,swelling joints,766
5564,movement stiffness,766
5565,painful walking,766
5566,muscle weakness,767
5567,stiff neck,767
5568,swelling joints,767
5569,movement stiffness,767
5570,muscle weakness,768
5571,stiff neck,768
5572,swelling joints,768
5573,movement stiffness,768
5574,painful walking,768
5575,muscle weakness,769
5576,stiff neck,769
5577,swelling joints,769
5578,movement stiffness,769
5579,painful walking,769
5580,vomiting,770
5581,headache,770
5582,nausea,770
5583,spinning movements,770
5584,loss of balance,770
5585,unsteadiness,770
5586,vomiting,771
5587,headache,771
5588,nausea,771
5589,spinning movements,771
5590,loss of balance,771
5591,unsteadiness,771
5592,headache,772
5593,nausea,772
5594,spinning movements,772
5595,loss of balance,772
5596,unsteadiness,772
5597,vomiting,773
5598,nausea,773
5599,spinning movements,773
5600,loss of balance,773
5601,unsteadiness,773
5602,vomiting,774
5603,headache,774
5604,spinning movements,774
5605,loss of balance,774
5606,unsteadiness,774
5607,vomiting,775
5608,headache,775
5609,nausea,775
5610,loss of balance,775
5611,unsteadiness,775
5612,vomiting,776
5613,headache,776
5614,nausea,776
5615,spinning movements,776
5616,unsteadiness,776
5617,vomiting,777
5618,headache,777
5619,nausea,777
5620,spinning movements,777
5621,loss of balance,777
5622,vomiting,778
5623,headache,778
5624,nausea,778
5625,spinning movements,778
5626,loss of balance,778
5627,unsteadiness,778
5628,vomiting,779
5629,headache,779
5630,nausea,779
5631,loss of balance,779
5632,unsteadiness,779
5633,skin rash,780
5634,pus filled pimples,780
5635,blackheads,780
5636,scurring,780
5637,skin rash,781
5638,pus filled pimples,781
5639,blackheads,781
5640,scurring,781
5641,pus filled pimples,782
5642,blackheads,782
5643,scurring,782
5644,skin rash,783
5645,blackheads,783
5646,scurring,783
5647,skin rash,784
5648,pus filled pimples,784
5649,scurring,784
5650,skin rash,785
5651,pus filled pimples,785
5652,blackheads,785
5653,skin rash,786
5654,pus filled pimples,786
5655,blackheads,786
5656,scurring,786
5657,skin rash,787
5658,pus filled pimples,787
5659,blackheads,787
5660,skin rash,788
5661,pus filled pimples,788
5662,scurring,788
5663,skin rash,789
5664,blackheads,789
5665,scurring,789
5666,burning micturition,790
5667,bladder discomfort,790
5668,foul smell of urine,790
5669,continuous feel of urine,790
5670,burning micturition,791
5671,bladder discomfort,791
5672,foul smell of urine,791
5673,continuous feel of urine,791
5674,bladder discomfort,792
5675,foul smell of urine,792
5676,continuous feel of urine,792
5677,burning micturition,793
5678,foul smell of urine,793
5679,continuous feel of urine,793
5680,burning micturition,794
5681,bladder discomfort,794
5682,continuous feel of urine,794
5683,burning micturition,795
5684,bladder discomfort,795
5685,foul smell of urine,795
5686,burning micturition,796
5687,bladder discomfort,796
5688,foul smell of urine,796
5689,continuous feel of urine,796
5690,burning micturition,797
5691,bladder discomfort,797
5692,continuous feel of urine,797
5693,bladder discomfort,798
5694,foul smell of urine,798
5695,continuous feel of urine,798
5696,burning micturition,799
5697,bladder discomfort,799
5698,continuous feel of urine,799
5699,skin rash,800
5700,joint pain,800
5701,skin peeling,800
5702,silver like dusting,800
5703,small dents in nails,800
5704,inflammatory nails,800
5705,skin rash,801
5706,joint pain,801
5707,skin peeling,801
5708,silver like dusting,801
5709,small dents in nails,801
5710,inflammatory nails,801
5711,joint pain,802
5712,skin peeling,802
5713,silver like dusting,802
5714,small dents in nails,802
5715,inflammatory nails,802
5716,skin rash,803
5717,skin peeling,803
5718,silver like dusting,803
5719,small dents in nails,803
5720,inflammatory nails,803
5721,skin rash,804
5722,joint pain,804
5723,silver like dusting,804
5724,small dents in nails,804
5725,inflammatory nails,804
5726,skin rash,805
5727,joint pain,805
5728,skin peeling,805
5729,small dents in nails,805
5730,inflammatory nails,805
5731,skin rash,806
5732,joint pain,806
5733,skin peeling,806
5734,silver like dusting,806
5735,inflammatory nails,806
5736,skin rash,807
5737,joint pain,807
5738,skin peeling,807
5739,silver like dusting,807
5740,small dents in nails,807
5741,skin rash,808
5742,joint pain,808
5743,skin peeling,808
5744,silver like dusting,808
5745,small dents in nails,808
5746,inflammatory nails,808
5747,skin rash,809
5748,joint pain,809
5749,skin peeling,809
5750,silver like dusting,809
5751,small dents in nails,809
5752,inflammatory nails,809
5753,skin rash,810
5754,high fever,810
5755,blister,810
5756,red sore around nose,810
5757,yellow crust ooze,810
5758,skin rash,811
5759,high fever,811
5760,blister,811
5761,red sore around nose,811
5762,yellow crust ooze,811
5763,high fever,812
5764,blister,812
5765,red sore around nose,812
5766,yellow crust ooze,812
5767,skin rash,813
5768,blister,813
5769,red sore around nose,813
5770,yellow crust ooze,813
5771,skin rash,814
5772,blister,814
5773,red sore around nose,814
5774,yellow crust ooze,814
5775,skin rash,815
5776,high fever,815
5777,red sore around nose,815
5778,yellow crust ooze,815
5779,skin rash,816
5780,high fever,816
5781,blister,816
5782,yellow crust ooze,816
5783,skin rash,817
5784,high fever,817
5785,blister,817
5786,red sore around nose,817
5787,skin rash,818
5788,high fever,818
5789,blister,818
5790,red sore around nose,818
5791,yellow crust ooze,818
5792,skin rash,819
5793,blister,819
5794,red sore around nose,819
5795,yellow crust ooze,819
5796,itching,820
5797,skin rash,820
5798,nodal skin eruptions,820
5799,dischromic patches,820
5800,skin rash,821
5801,nodal skin eruptions,821
5802,dischromic patches,821
5803,itching,822
5804,nodal skin eruptions,822
5805,dischromic patches,822
5806,itching,823
5807,skin rash,823
5808,dischromic patches,823
5809,itching,824
5810,skin rash,824
5811,nodal skin eruptions,824
5812,skin rash,825
5813,nodal skin eruptions,825
5814,dischromic patches,825
5815,itching,826
5816,nodal skin eruptions,826
5817,dischromic patches,826
5818,itching,827
5819,skin rash,827
5820,dischromic patches,827
5821,itching,828
5822,skin rash,828
5823,nodal skin eruptions,828
5824,itching,829
5825,skin rash,829
5826,nodal skin eruptions,829
5827,dischromic patches,829
5828,continuous sneezing,830
5829,shivering,830
5830,chills,830
5831,watering from eyes,830
5832,shivering,831
5833,chills,831
5834,watering from eyes,831
5835,continuous sneezing,832
5836,chills,832
5837,watering from eyes,832
5838,continuous sneezing,833
5839,shivering,833
5840,watering from eyes,833
5841,continuous sneezing,834
5842,shivering,834
5843,chills,834
5844,shivering,835
5845,chills,835
5846,watering from eyes,835
5847,continuous sneezing,836
5848,chills,836
5849,watering from eyes,836
5850,continuous sneezing,837
5851,shivering,837
5852,watering from eyes,837
5853,continuous sneezing,838
5854,shivering,838
5855,chills,838
5856,continuous sneezing,839
5857,shivering,839
5858,chills,839
5859,watering from eyes,839
5860,stomach pain,840
5861,acidity,840
5862,ulcers on tongue,840
5863,vomiting,840
5864,cough,840
5865,chest pain,840
5866,stomach pain,841
5867,ulcers on tongue,841
5868,vomiting,841
5869,cough,841
5870,chest pain,841
5871,stomach pain,842
5872,acidity,842
5873,vomiting,842
5874,cough,842
5875,chest pain,842
5876,stomach pain,843
5877,acidity,843
5878,ulcers on tongue,843
5879,cough,843
5880,chest pain,843
5881,stomach pain,844
5882,acidity,844
5883,ulcers on tongue,844
5884,vomiting,844
5885,chest pain,844
5886,stomach pain,845
5887,acidity,845
5888,ulcers on tongue,845
5889,vomiting,845
5890,cough,845
5891,acidity,846
5892,ulcers on tongue,846
5893,vomiting,846
5894,cough,846
5895,chest pain,846
5896,stomach pain,847
5897,ulcers on tongue,847
5898,vomiting,847
5899,cough,847
5900,chest pain,847
5901,stomach pain,848
5902,acidity,848
5903,vomiting,848
5904,cough,848
5905,chest pain,848
5906,stomach pain,849
5907,acidity,849
5908,ulcers on tongue,849
5909,cough,849
5910,chest pain,849
5911,itching,850
5912,vomiting,850
5913,yellowish skin,850
5914,nausea,850
5915,loss of appetite,850
5916,abdominal pain,850
5917,yellowing of eyes,850
5918,vomiting,851
5919,yellowish skin,851
5920,nausea,851
5921,loss of appetite,851
5922,abdominal pain,851
5923,yellowing of eyes,851
5924,itching,852
5925,yellowish skin,852
5926,nausea,852
5927,loss of appetite,852
5928,abdominal pain,852
5929,yellowing of eyes,852
5930,itching,853
5931,vomiting,853
5932,nausea,853
5933,loss of appetite,853
5934,abdominal pain,853
5935,yellowing of eyes,853
5936,itching,854
5937,vomiting,854
5938,yellowish skin,854
5939,loss of appetite,854
5940,abdominal pain,854
5941,yellowing of eyes,854
5942,itching,855
5943,vomiting,855
5944,yellowish skin,855
5945,nausea,855
5946,abdominal pain,855
5947,yellowing of eyes,855
5948,itching,856
5949,vomiting,856
5950,yellowish skin,856
5951,nausea,856
5952,loss of appetite,856
5953,yellowing of eyes,856
5954,itching,857
5955,vomiting,857
5956,yellowish skin,857
5957,nausea,857
5958,loss of appetite,857
5959,abdominal pain,857
5960,itching,858
5961,vomiting,858
5962,yellowish skin,858
5963,nausea,858
5964,loss of appetite,858
5965,abdominal pain,858
5966,yellowing of eyes,858
5967,itching,859
5968,vomiting,859
5969,yellowish skin,859
5970,nausea,859
5971,loss of appetite,859
5972,abdominal pain,859
5973,yellowing of eyes,859
5974,itching,860
5975,skin rash,860
5976,stomach pain,860
5977,burning micturition,860
5978,spotting urination,860
5979,itching,861
5980,stomach pain,861
5981,burning micturition,861
5982,spotting urination,861
5983,itching,862
5984,skin rash,862
5985,burning micturition,862
5986,spotting urination,862
5987,itching,863
5988,skin rash,863
5989,stomach pain,863
5990,spotting urination,863
5991,itching,864
5992,skin rash,864
5993,stomach pain,864
5994,burning micturition,864
5995,skin rash,865
5996,stomach pain,865
5997,burning micturition,865
5998,spotting urination,865
5999,itching,866
6000,stomach pain,866
6001,burning micturition,866
6002,spotting urination,866
6003,itching,867
6004,skin rash,867
6005,burning micturition,867
6006,spotting urination,867
6007,itching,868
6008,skin rash,868
6009,stomach pain,868
6010,spotting urination,868
6011,itching,869
6012,skin rash,869
6013,stomach pain,869
6014,burning micturition,869
6015,vomiting,870
6016,loss of appetite,870
6017,abdominal pain,870
6018,passage of gases,870
6019,internal itching,870
6020,vomiting,871
6021,indigestion,871
6022,abdominal pain,871
6023,passage of gases,871
6024,internal itching,871
6025,indigestion,872
6026,loss of appetite,872
6027,abdominal pain,872
6028,passage of gases,872
6029,internal itching,872
6030,vomiting,873
6031,loss of appetite,873
6032,abdominal pain,873
6033,passage of gases,873
6034,internal itching,873
6035,vomiting,874
6036,indigestion,874
6037,abdominal pain,874
6038,passage of gases,874
6039,internal itching,874
6040,vomiting,875
6041,indigestion,875
6042,loss of appetite,875
6043,passage of gases,875
6044,internal itching,875
6045,vomiting,876
6046,indigestion,876
6047,loss of appetite,876
6048,abdominal pain,876
6049,internal itching,876
6050,vomiting,877
6051,indigestion,877
6052,loss of appetite,877
6053,abdominal pain,877
6054,passage of gases,877
6055,vomiting,878
6056,indigestion,878
6057,loss of appetite,878
6058,abdominal pain,878
6059,passage of gases,878
6060,internal itching,878
6061,vomiting,879
6062,indigestion,879
6063,loss of appetite,879
6064,abdominal pain,879
6065,passage of gases,879
6066,internal itching,879
6067,muscle wasting,880
6068,patches in throat,880
6069,high fever,880
6070,extra marital contacts,880
6071,patches in throat,881
6072,high fever,881
6073,extra marital contacts,881
6074,muscle wasting,882
6075,high fever,882
6076,extra marital contacts,882
6077,muscle wasting,883
6078,patches in throat,883
6079,extra marital contacts,883
6080,muscle wasting,884
6081,patches in throat,884
6082,high fever,884
6083,muscle wasting,885
6084,patches in throat,885
6085,high fever,885
6086,extra marital contacts,885
6087,muscle wasting,886
6088,patches in throat,886
6089,high fever,886
6090,extra marital contacts,886
6091,patches in throat,887
6092,high fever,887
6093,extra marital contacts,887
6094,muscle wasting,888
6095,high fever,888
6096,extra marital contacts,888
6097,muscle wasting,889
6098,patches in throat,889
6099,high fever,889
6100,fatigue,890
6101,weight loss,890
6102,restlessness,890
6103,lethargy,890
6104,irregular sugar level,890
6105,blurred and distorted vision,890
6106,obesity,890
6107,excessive hunger,890
6108,increased appetite,890
6109,polyuria,890
6110,fatigue,891
6111,weight loss,891
6112,restlessness,891
6113,lethargy,891
6114,irregular sugar level,891
6115,blurred and distorted vision,891
6116,obesity,891
6117,excessive hunger,891
6118,increased appetite,891
6119,polyuria,891
6120,weight loss,892
6121,restlessness,892
6122,lethargy,892
6123,irregular sugar level,892
6124,blurred and distorted vision,892
6125,obesity,892
6126,excessive hunger,892
6127,increased appetite,892
6128,polyuria,892
6129,fatigue,893
6130,restlessness,893
6131,lethargy,893
6132,irregular sugar level,893
6133,blurred and distorted vision,893
6134,obesity,893
6135,excessive hunger,893
6136,increased appetite,893
6137,polyuria,893
6138,fatigue,894
6139,weight loss,894
6140,lethargy,894
6141,irregular sugar level,894
6142,blurred and distorted vision,894
6143,obesity,894
6144,excessive hunger,894
6145,increased appetite,894
6146,polyuria,894
6147,fatigue,895
6148,weight loss,895
6149,restlessness,895
6150,irregular sugar level,895
6151,blurred and distorted vision,895
6152,obesity,895
6153,excessive hunger,895
6154,increased appetite,895
6155,polyuria,895
6156,fatigue,896
6157,weight loss,896
6158,restlessness,896
6159,lethargy,896
6160,blurred and distorted vision,896
6161,obesity,896
6162,excessive hunger,896
6163,increased appetite,896
6164,polyuria,896
6165,fatigue,897
6166,weight loss,897
6167,restlessness,897
6168,lethargy,897
6169,irregular sugar level,897
6170,obesity,897
6171,excessive hunger,897
6172,increased appetite,897
6173,polyuria,897
6174,fatigue,898
6175,weight loss,898
6176,restlessness,898
6177,lethargy,898
6178,irregular sugar level,898
6179,blurred and distorted vision,898
6180,excessive hunger,898
6181,increased appetite,898
6182,polyuria,898
6183,fatigue,899
6184,weight loss,899
6185,restlessness,899
6186,lethargy,899
6187,irregular sugar level,899
6188,blurred and distorted vision,899
6189,obesity,899
6190,increased appetite,899
6191,polyuria,899
6192,vomiting,900
6193,sunken eyes,900
6194,dehydration,900
6195,diarrhoea,900
6196,vomiting,901
6197,sunken eyes,901
6198,dehydration,901
6199,diarrhoea,901
6200,sunken eyes,902
6201,dehydration,902
6202,diarrhoea,902
6203,vomiting,903
6204,dehydration,903
6205,diarrhoea,903
6206,vomiting,904
6207,sunken eyes,904
6208,diarrhoea,904
6209,vomiting,905
6210,sunken eyes,905
6211,dehydration,905
6212,vomiting,906
6213,sunken eyes,906
6214,dehydration,906
6215,diarrhoea,906
6216,sunken eyes,907
6217,dehydration,907
6218,diarrhoea,907
6219,vomiting,908
6220,dehydration,908
6221,diarrhoea,908
6222,vomiting,909
6223,sunken eyes,909
6224,diarrhoea,909
6225,fatigue,910
6226,cough,910
6227,high fever,910
6228,breathlessness,910
6229,family history,910
6230,mucoid sputum,910
6231,cough,911
6232,high fever,911
6233,breathlessness,911
6234,family history,911
6235,mucoid sputum,911
6236,fatigue,912
6237,high fever,912
6238,breathlessness,912
6239,family history,912
6240,mucoid sputum,912
6241,fatigue,913
6242,cough,913
6243,breathlessness,913
6244,family history,913
6245,mucoid sputum,913
6246,fatigue,914
6247,cough,914
6248,high fever,914
6249,family history,914
6250,mucoid sputum,914
6251,fatigue,915
6252,cough,915
6253,high fever,915
6254,breathlessness,915
6255,mucoid sputum,915
6256,fatigue,916
6257,cough,916
6258,high fever,916
6259,breathlessness,916
6260,family history,916
6261,fatigue,917
6262,cough,917
6263,high fever,917
6264,breathlessness,917
6265,family history,917
6266,mucoid sputum,917
6267,cough,918
6268,high fever,918
6269,breathlessness,918
6270,family history,918
6271,mucoid sputum,918
6272,fatigue,919
6273,high fever,919
6274,breathlessness,919
6275,family history,919
6276,mucoid sputum,919
6277,headache,920
6278,chest pain,920
6279,dizziness,920
6280,loss of balance,920
6281,lack of concentration,920
6282,chest pain,921
6283,dizziness,921
6284,loss of balance,921
6285,lack of concentration,921
6286,headache,922
6287,dizziness,922
6288,loss of balance,922
6289,lack of concentration,922
6290,headache,923
6291,chest pain,923
6292,loss of balance,923
6293,lack of concentration,923
6294,headache,924
6295,chest pain,924
6296,dizziness,924
6297,lack of concentration,924
6298,headache,925
6299,chest pain,925
6300,dizziness,925
6301,loss of balance,925
6302,headache,926
6303,chest pain,926
6304,dizziness,926
6305,loss of balance,926
6306,lack of concentration,926
6307,chest pain,927
6308,dizziness,927
6309,loss of balance,927
6310,lack of concentration,927
6311,headache,928
6312,dizziness,928
6313,loss of balance,928
6314,lack of concentration,928
6315,headache,929
6316,chest pain,929
6317,loss of balance,929
6318,lack of concentration,929
6319,acidity,930
6320,indigestion,930
6321,headache,930
6322,blurred and distorted vision,930
6323,excessive hunger,930
6324,stiff neck,930
6325,depression,930
6326,irritability,930
6327,visual disturbances,930
6328,indigestion,931
6329,headache,931
6330,blurred and distorted vision,931
6331,excessive hunger,931
6332,stiff neck,931
6333,depression,931
6334,irritability,931
6335,visual disturbances,931
6336,acidity,932
6337,headache,932
6338,blurred and distorted vision,932
6339,excessive hunger,932
6340,stiff neck,932
6341,depression,932
6342,irritability,932
6343,visual disturbances,932
6344,acidity,933
6345,indigestion,933
6346,blurred and distorted vision,933
6347,excessive hunger,933
6348,stiff neck,933
6349,depression,933
6350,irritability,933
6351,visual disturbances,933
6352,acidity,934
6353,indigestion,934
6354,headache,934
6355,excessive hunger,934
6356,stiff neck,934
6357,depression,934
6358,irritability,934
6359,visual disturbances,934
6360,acidity,935
6361,indigestion,935
6362,headache,935
6363,blurred and distorted vision,935
6364,stiff neck,935
6365,depression,935
6366,irritability,935
6367,visual disturbances,935
6368,acidity,936
6369,indigestion,936
6370,headache,936
6371,blurred and distorted vision,936
6372,excessive hunger,936
6373,depression,936
6374,irritability,936
6375,visual disturbances,936
6376,acidity,937
6377,indigestion,937
6378,headache,937
6379,blurred and distorted vision,937
6380,excessive hunger,937
6381,stiff neck,937
6382,irritability,937
6383,visual disturbances,937
6384,acidity,938
6385,indigestion,938
6386,headache,938
6387,blurred and distorted vision,938
6388,excessive hunger,938
6389,stiff neck,938
6390,depression,938
6391,visual disturbances,938
6392,acidity,939
6393,indigestion,939
6394,headache,939
6395,blurred and distorted vision,939
6396,excessive hunger,939
6397,stiff neck,939
6398,depression,939
6399,irritability,939
6400,back pain,940
6401,weakness in limbs,940
6402,neck pain,940
6403,dizziness,940
6404,loss of balance,940
6405,back pain,941
6406,weakness in limbs,941
6407,neck pain,941
6408,dizziness,941
6409,loss of balance,941
6410,weakness in limbs,942
6411,neck pain,942
6412,dizziness,942
6413,loss of balance,942
6414,back pain,943
6415,neck pain,943
6416,dizziness,943
6417,loss of balance,943
6418,back pain,944
6419,weakness in limbs,944
6420,dizziness,944
6421,loss of balance,944
6422,back pain,945
6423,weakness in limbs,945
6424,neck pain,945
6425,loss of balance,945
6426,back pain,946
6427,weakness in limbs,946
6428,neck pain,946
6429,dizziness,946
6430,back pain,947
6431,weakness in limbs,947
6432,neck pain,947
6433,dizziness,947
6434,loss of balance,947
6435,weakness in limbs,948
6436,neck pain,948
6437,dizziness,948
6438,loss of balance,948
6439,back pain,949
6440,neck pain,949
6441,dizziness,949
6442,loss of balance,949
6443,vomiting,950
6444,headache,950
6445,weakness of one body side,950
6446,altered sensorium,950
6447,vomiting,951
6448,headache,951
6449,weakness of one body side,951
6450,altered sensorium,951
6451,headache,952
6452,weakness of one body side,952
6453,altered sensorium,952
6454,vomiting,953
6455,weakness of one body side,953
6456,altered sensorium,953
6457,vomiting,954
6458,headache,954
6459,altered sensorium,954
6460,vomiting,955
6461,headache,955
6462,weakness of one body side,955
6463,vomiting,956
6464,headache,956
6465,weakness of one body side,956
6466,altered sensorium,956
6467,headache,957
6468,weakness of one body side,957
6469,altered sensorium,957
6470,vomiting,958
6471,weakness of one body side,958
6472,altered sensorium,958
6473,vomiting,959
6474,headache,959
6475,altered sensorium,959
6476,itching,960
6477,vomiting,960
6478,fatigue,960
6479,weight loss,960
6480,high fever,960
6481,yellowish skin,960
6482,dark urine,960
6483,abdominal pain,960
6484,itching,961
6485,vomiting,961
6486,fatigue,961
6487,weight loss,961
6488,high fever,961
6489,yellowish skin,961
6490,dark urine,961
6491,abdominal pain,961
6492,vomiting,962
6493,fatigue,962
6494,weight loss,962
6495,high fever,962
6496,yellowish skin,962
6497,dark urine,962
6498,abdominal pain,962
6499,itching,963
6500,fatigue,963
6501,weight loss,963
6502,high fever,963
6503,yellowish skin,963
6504,dark urine,963
6505,abdominal pain,963
6506,itching,964
6507,vomiting,964
6508,weight loss,964
6509,high fever,964
6510,yellowish skin,964
6511,dark urine,964
6512,abdominal pain,964
6513,itching,965
6514,vomiting,965
6515,fatigue,965
6516,high fever,965
6517,yellowish skin,965
6518,dark urine,965
6519,abdominal pain,965
6520,itching,966
6521,vomiting,966
6522,fatigue,966
6523,weight loss,966
6524,yellowish skin,966
6525,dark urine,966
6526,abdominal pain,966
6527,itching,967
6528,vomiting,967
6529,fatigue,967
6530,weight loss,967
6531,high fever,967
6532,dark urine,967
6533,abdominal pain,967
6534,itching,968
6535,vomiting,968
6536,fatigue,968
6537,weight loss,968
6538,high fever,968
6539,yellowish skin,968
6540,abdominal pain,968
6541,itching,969
6542,vomiting,969
6543,fatigue,969
6544,weight loss,969
6545,high fever,969
6546,yellowish skin,969
6547,dark urine,969
6548,chills,970
6549,vomiting,970
6550,high fever,970
6551,sweating,970
6552,headache,970
6553,nausea,970
6554,muscle pain,970
6555,chills,971
6556,vomiting,971
6557,high fever,971
6558,sweating,971
6559,headache,971
6560,nausea,971
6561,diarrhoea,971
6562,muscle pain,971
6563,chills,972
6564,vomiting,972
6565,high fever,972
6566,sweating,972
6567,headache,972
6568,nausea,972
6569,diarrhoea,972
6570,muscle pain,972
6571,vomiting,973
6572,high fever,973
6573,sweating,973
6574,headache,973
6575,nausea,973
6576,diarrhoea,973
6577,muscle pain,973
6578,chills,974
6579,high fever,974
6580,sweating,974
6581,headache,974
6582,nausea,974
6583,diarrhoea,974
6584,muscle pain,974
6585,chills,975
6586,vomiting,975
6587,sweating,975
6588,headache,975
6589,nausea,975
6590,diarrhoea,975
6591,muscle pain,975
6592,chills,976
6593,vomiting,976
6594,high fever,976
6595,headache,976
6596,nausea,976
6597,diarrhoea,976
6598,muscle pain,976
6599,chills,977
6600,vomiting,977
6601,high fever,977
6602,sweating,977
6603,nausea,977
6604,diarrhoea,977
6605,muscle pain,977
6606,chills,978
6607,vomiting,978
6608,high fever,978
6609,sweating,978
6610,headache,978
6611,diarrhoea,978
6612,muscle pain,978
6613,chills,979
6614,vomiting,979
6615,high fever,979
6616,sweating,979
6617,headache,979
6618,nausea,979
6619,muscle pain,979
6620,itching,980
6621,skin rash,980
6622,fatigue,980
6623,lethargy,980
6624,high fever,980
6625,headache,980
6626,loss of appetite,980
6627,mild fever,980
6628,swelled lymph nodes,980
6629,malaise,980
6630,red spots over body,980
6631,skin rash,981
6632,fatigue,981
6633,lethargy,981
6634,high fever,981
6635,headache,981
6636,loss of appetite,981
6637,mild fever,981
6638,swelled lymph nodes,981
6639,malaise,981
6640,red spots over body,981
6641,itching,982
6642,fatigue,982
6643,lethargy,982
6644,high fever,982
6645,headache,982
6646,loss of appetite,982
6647,mild fever,982
6648,swelled lymph nodes,982
6649,malaise,982
6650,red spots over body,982
6651,itching,983
6652,skin rash,983
6653,lethargy,983
6654,high fever,983
6655,headache,983
6656,loss of appetite,983
6657,mild fever,983
6658,swelled lymph nodes,983
6659,malaise,983
6660,red spots over body,983
6661,itching,984
6662,skin rash,984
6663,fatigue,984
6664,high fever,984
6665,headache,984
6666,loss of appetite,984
6667,mild fever,984
6668,swelled lymph nodes,984
6669,malaise,984
6670,red spots over body,984
6671,itching,985
6672,skin rash,985
6673,fatigue,985
6674,lethargy,985
6675,headache,985
6676,loss of appetite,985
6677,mild fever,985
6678,swelled lymph nodes,985
6679,malaise,985
6680,red spots over body,985
6681,itching,986
6682,skin rash,986
6683,fatigue,986
6684,lethargy,986
